who1;who;text
1;2;Очаровательное
1;2;да очень симпатичный
1;2;красунчик хороший
1;2;Какой лапотусик
1;2;Хочу рядом полежать
1;1;Дякую
1;2;Гарнюня
1;2;Твое добро ?
1;2;Без сигареты лучше
1;2;А ти крутий парень 
1;2;Милашка
1;2;Симпатичный
1;2;Очаровательный
1;2;симпатяга
1;2;кльовий
1;2;симпотний карапуз
1;2;улыбки не хватает
1;2;Гарний
1;2;Красивий
1;2;Симпотичний
1;2;Такий дорослий а боягуз
1;2;А то
1;1;Ты тоже очень даже ничего солнышко!
1;2;Симпатичный
1;2;Хорошенький
1;2;Киев
1;2;Даже очень симпатичный! Жаль,что такой же, как и все сдесь находящиеся. Одна ложь! Столько времени на таборе и не нашлась достойная?
1;2;Симпатичный парень
1;2;Мой город)
1;1;Да
1;2;Мукачево?
1;2;Красень
1;2;Хорошо выглядишь...
1;2;Красота!
1;2;"шашлычок под коньячок? ;-)"
1;2;Почему то такой серьезный
1;2;Молодой,красивы,самодостаточный...и так на долго задержался тут..Девчата,куда вы смотрите???
1;2;Хорошенький!
1;2;Мммм
1;2;Симпатичный m !
1;2;Суппер!!!!
1;2;Красавчики!
1;2;Красавчики
1;2;Прямо терминатор))
1;2;Милый пупс
1;2;Симпатичный.
1;2;Толик хорошо выглядишь
1;1;да. ты далеко(
1;1;Да
1;2;Ави виросли вже
1;2;Ух,какой)
1;2;Ха-) -) -) -)
1;2;Красавчик я б стобою замутила
1;2;Что же ты такой не весёлый?
1;1;Спасибо родителям)
1;2;Красивенький))
1;2;Красень
1;2;Симпатичный.
1;2;симпатичный, но глаза грусные.
1;2;жаль в личку не могу написать
1;2;сексуальный
1;2;Море Азовское?
1;2;В смысле?
1;2;Это плохо. Значит непостоянный((
1;2;Ты ты,и только ты
1;2;Красавчик
1;2;Главное девушку обрезал на фото 
1;2;Хорошенький
1;2;Ну ни че такой
1;2;Лампочка
1;2;Было бы лучше вас в центре видить...супер
1;2;Класс фото
1;2;красава
1;2;Милый
1;2;"Красава;)"
1;2;симпатяга
1;2;Красив как Бог)))
1;2;Красавец, слов нет
1;2;Здравствуй напиши пожалуйста мне фото не проблема в вайбере сброшу
1;2;Обоятельный
1;2;Не m, а мечта
1;2;У меня постельн белье идентично
1;2;Ммм какой красивый
1;2;Серьзный
1;2;Сама серьезность
1;2;Красивый, сил нет...
1;2;Шикарный мальчик,прям красавчик
1;2;А что такой помятый,что бизнес прогорел и нижнего бельишка нету?
1;2;Тебе эти очки вообще не идут..
1;2;Ето альфонс, неужели Ви такие тупые,и фото не его
1;2;Персик
1;2;Действительно, какой ещё красавчик
1;2;Ого яки красавец
1;2;Глаза красивьle
1;2;Красунчик
1;2;А мой балл 5+
1;2;Так слабенькой на 4
1;2;Так пойдет
1;2;Красавчик тож хааа
1;2;Привет
1;1;Еда
1;2;Виктория вы что хотите сказать что Арабы террористы , иди личись
1;2;Versace бомба
1;2;не красавчик... на араба терориста похож...
1;2;Злоййййй
1;2;Що,одиноко? Красивий мущинка,завжди знайде свою половинку.
1;2;Не уж то Гелендваген?
1;2;Чей тачка
1;2;Красивое фото
1;2;Ой подари нижнее бельё))))
1;2;Ты мачо красавец
1;2;Симпатичный
1;2;А чего такие ноги кривые
1;2;Ну,на вкус и цвет. Товарищей нет!!!
1;2;Зачем столько фото!? Наверное молодой человек очень любит себя)
1;2;Хорошое фото.
1;2;Ммм мне бы такого)))
1;2;Привет как дела
1;2;Конечно это не его тачка. Ему всю жизнь надо на неё батрачить
1;2;Не заслужила
1;2;О, Боже какой m
1;2;Красивый...
1;2;Искусственный
1;1;Сиськи
1;2;Красавчик
1;2;Убери, такое чувство что у тебя что-то в заднем проходе
1;2;Ничего не скажешь идеальный!!!!!
1;2;Вау красавчик
1;2;А ты хорошенький)))
1;2;ммм класс мнеб такова
1;2;Секси
1;2;Нарцисс
1;2;Настоящий m всегда держит себя в форме
1;2;Глаза грустные и я даже знаю почему
1;2;Обычный m что ОСОБЕННОГо
1;2;Сам придумал,что Красавчик или кто-то подсказал???))))
1;2;Красив)))
1;2;Мне б такого
1;2;Егоист
1;2;Мммм вау
1;2;Обычный, что вы им восхищаетесь
1;2;Естественно красавчик
1;2;Ой ну лапочка)( НВбґҐ НВ К)
1;2;ok
1;2;Gzel ok gzel 
1;2;Милый мальчик красавчик
1;2;Женщины смотрите за собой давайте будем чесны бывают такие пи**** что пером не описать
1;2;Хорошенький
1;2;Секси
1;2;Какой он урод ты походу, уродов в своей жизни ещё, не видела!!!Как говориться с лица, воду не пить!!!Я считаю что главное, что в душе!!!
1;2;Какая красота!!!!!!вау
1;2;Урод
1;2;Он мой m 
1;2;Ты красивтй
1;2;Красивое фото.
1;2;красавчик
1;2;Вау, я влюбилась
1;2;МММ можно мне такова
1;2;Боже мой 
1;2;Класний!
1;2;С ником не ошибся))
1;2;Хорошенький m.
1;2;Обалденный парень .
1;2;Красивый парень
1;2;Прям гипнотизер женских сердец
1;2;Это моно не развод а просто пипец
1;2;С усами ты просто неотразим,выглядишь реально солидно!
1;2;На что разводит?
1;2;Привет красавчик
1;2;Аквариум красивый
1;2;Зачем, тогда девушкам голову морочить , если у него есть девушка ?
1;2;красавчик
1;2;Якшо в тебе е дивчина то шо ти тута робиш
1;2;вот такие уроды разводят девушет !!!! такай и некому не нужен
1;2;Прям завёл всех здесь девушек)))
1;2;У вас и таких нет)))))))
1;2;Это мышцы,а не сиськи)во народ,очки оденьте)он весь мышечный спортивный))
1;2;Просто качёк
1;2;НОРМАЛЬНЫЙ Подкаченный то что нужно
1;2;сиськи как у бабы
1;2;Здесь что то не очень красавчик р
1;2;Няшный....
1;2;Красавчик.
1;2;";)"
1;2;какое тело!!! супер!!!
1;2;Ты секси)
1;2;То допизди та вже.фото
1;2;секси
1;2;Вот такая m супер!!!! А не возле гелека
1;2;Поняла хоть отбавляй!!!
1;2;Та так..чисто тачку показать
1;1;Моя машина ..завидуйте нищиброды
1;2;Девочки вы даже замете вы видите машыну но не кто не знает как это все у человека появилось он к этому постипено работал
1;2;Машина супер и ты тоже
1;2;Машина супер
1;2;НОРМАЛЬНЫЙ ПАРЕНЬ ТОЛЬКО С ПОНТАМИ
1;2;Красавчек
1;2;Хороший автомобиль
1;2;Машина очень красивая
1;2;Привет вот это тебя парафинят в коментах.Беги на Украину спасём.
1;2;А вот остальное уже не важно.Машина плюс.Да ты счастливчик
1;2;На такова как вы очень приятно смотреть.Хотябы смотреть
1;2;ох и бабы хорош ,но не более ))))))
1;2;Красавчик!!
1;2;Чмо позорное
1;2;Вы женщина, на себя бы со стороны посмотрели бы, по лучше,чем унижать и оскорблять людей, не знавших лично!!!Вроде взрослая, женщина, а так себе позволяете безпадобно,вести как вам не стыдно!!!Паходу вас, отсутствует совесть человеческая!!!Унизить, оскарби
1;2;Что-то есть в тебе...
1;2;Ужас колхозницы коменты написали
1;2;Красавчик то що надо. Клас так держать))) Умничка!!!!
1;2;Симпатичный парень)
1;2;ДУЖЕ МИЛИЙ
1;2;Красавчик
1;2;Красавчик 
1;2;Ты прямо кино звезда красавчик
1;2;Ммм ... Какая улыбка)) какой красивый ротик хочу с ним целоватся всегда 
1;2;Симпатюля
1;2;Одна порядочная фотография
1;2;Здесь нормальный но домашний
1;2;Я тоже хотела это сказать что самовлюбонный m... С красоты воды не пить!!! И нам женщинам не с деньгами жить!!!!!!
1;2;Улыбка тебе идёт
1;2;Красавчик
1;2;Идеал красоты!!!!)
1;2;Ну так себе.что то улыбка не очень . Не спал наверно долго.
1;2;Красаавчик, научи грамоте свой полк. ГОЛИВУДСКАЯ,А НЕ ГОЛЕВУДСКАЯ ОТ СЛОВА ГОЛИВУД!!!!! ОДНИ ДВОЙКИ
1;2;Голевудская улыбка. Звезда
1;2;симпатичный парень можна влюбиться
1;2;Не судите по обложке
1;2;Больше улыбайся, тебе это очень к лицу!!!!
1;1;В церковь ходить
1;2;Хороший 
1;2;Ну прям звезда
1;2;Это уже не нам решат какой он на самом, деле и не нам его судить, девушки будьте умнее и мудрее очень!!!
1;2;Красивая улибка
1;2;Гарний
1;2;Красавчик
1;2;Фото прикольное вышло!!)
1;1;Приветик. Пойдём)
1;1;Спасибо.
1;2;Красавец
1;1;Спасибо.
1;2;Гарне фото
1;2;красавчик
1;2;Красавчик
1;2;Нормальний
1;1;Я их не знаю
1;2;Думаю ти свободний
1;2;Красень для мене так
1;2;Номер хочу
1;2;Мммм
1;2;Какой симпатичний
1;1;Ето было 29 числа
1;2;На природе и без меня
1;2;Виталий,слушаешь Хамали-Новаи
1;2;Она попрошайка, всем випчикам пишет чтобы написали, что-то она приследует, да и походу она фейк
1;2;Симпатичный мальчик.
1;2;Напышы мне
1;2;Красавчик
1;2;Напышы мне
1;2;Красунчик
1;1;Дякую
1;2;Ск жене лет?
1;2;Зачем иметь жену, темболее красивую и сидеть на сайте знакомств, это не уважения к своей жене.
1;1;привет.
1;2;Ковер будет жить с нами)
1;2;Ого ого)) хорош
1;2;норм рыбки
1;1;Так
1;2;Магнит!!!)
1;2;Очень красивий
1;2;Каво обрезал на фото)))
1;2;Самое главное собачка)))))))))))))))))) ну и женщины!
1;2;Классная собачка
1;2;Собака супер
1;2;Обожаю кареглазых )
1;2;Собачка класная
1;2;Оч милое фото и собачка классная
1;2;Красавцы
1;2;Мордашка))
1;2;класс у меня тоже два ротвейлера люблю эту породу
1;2;Мне кажется всех умиляет только собака)
1;2;Какие симпотяшки
1;2;Милое фото )
1;2;Собака-фотомодель)))
1;2;Железный порт
1;2; восхитительно
1;1;Ето как?
1;2;Импозантный m...
1;2;Красивый
1;2;Взгляд мужчины ..ух..
1;2;Привет!
1;2;Вы мне симпатичны
1;2;Взаимно.
1;2;Симпатичный...
1;2;Тикрсвй
1;2;Супер
1;2;Интересный m
1;2;Сладких снов
1;2;Чудова, ялинка
1;2;5+
1;2;Красив.
1;2;Ммм... Красавчык!
1;2;Ох какой! =
1;2;Мой любимый
1;2;Люблю тебя!!!
1;2;Гламурный
1;2;хорош
1;2;Симпатичный m
1;2;Так зразу???
1;1;Дякую,а телефон чик можна?
1;2;Красивий.
1;2;Обоятельный m!
1;2;Сколько вам лет???
1;2;Шикарный m
1;2;Ты такой классный!!!
1;2;И что ищем вон сколько предложений?
1;2;Красивый m,даже очень.
1;1;они не захотелы с нами фоткаце
1;2;Субер
1;1;Спасибо
1;1;Какой есть
1;1;Спасибо
1;2;красавчик
1;2;Красавчик  
1;2;симпатичний
1;1;Спасибо
1;2;Супер
1;2;Какой же ты хорошенький
1;2;Красавчык
1;2;Позитивчик такой))))
1;1;Сенкс)
1;2;Красавчик
1;2;Одному не скучно сидеть ?
1;2;Круто
1;2;За тебя...!!!)
1;2;За счастья!
1;2;Я поднимаю свой бокал, чтоб выпить за твоё здоровье... Но не вином хочу быть пьян, хочу быть пьян твоей любовью...
1;2;Какой m......
1;2;Тост. Будьте здоровы.
1;2;Супер
1;2;красавчики
1;2;вот что-то похожее,только поближе))))
1;2;красивые глаза
1;2;Симпатичний
1;2;Красавчик 
1;2;Красавчик
1;2;Ммм, какой симпатуля!
1;2;лапочка))
1;2;Слава Украине!!!
1;2;Вся Украина с вами
1;2;Спасибо за мое мирное небо
1;2;Красунчик!!!
1;2;Чмоки-чмоки
1;1;спс большое
1;2;Защитник ты наш
1;2;Молодець *
1;2;Странний*
1;2;Нет слов улыбка привлекательная
1;2;Гарний
1;2;хорошенький мальчик!
1;2;Красивий ти .Симпотичний
1;2;хорошенький!
1;2;Одесса, Мор вокзал мой любимый
1;2;Хорошинький
1;2;оставь оставь.тебе реально идет.брутальный m
1;2;а бородка то идет:-O
1;2;обижений такой
1;2;привет симпатичный парень
1;2;хорошенький
1;2;Симпатюлечка
1;2;Миленький
1;2;можна.
1;2;мне ты
1;2;ух! какой
1;2;супер мущина
1;2;какой m Мне бы такого симпатичный красавица
1;2;По какой системе балы?
1;2;Гарний
1;2;Классный дядка.
1;1;Ну да....... .
1;2;Не чё особенного..
1;2;Прямо как султан - сулейман . Вот только без Роксоланы
1;2;Красавец
1;2;С таким рейтингом и сам???
1;2;5555++++
1;1;Да нет....
1;2;Обоятельный
1;2;"симпотный;-)"
1;2;Хорошенький такой!
1;2;Красавчик
1;2;Хорошенький
1;2;Набор слов
1;2;Как клизма. Прости
1;2;урод.клапауший
1;2;Милый мальчик
1;2;Молодец!Герой!
1;2;Красавчик
1;2;Настоящий m))
1;2;Очень красивый парень!
1;2;Ты очень симпатичный Дигтярев ! )
1;2;я тебе бачила в ставищах
1;2;Есть сомнения?
1;2;Слава Украине красавчик
1;2;классный
1;2;Гарненький
1;2;Главное живите!!!!!!!
1;2;СЛАВА УКРАИНЕ)))))
1;2;И кому вы нужны со своим ДНР иЛНР.Со своими теперь трущебами.Вы процветающий Донбасс превратили в трущебы.
1;2;Так кто большие суки.? Те что погавкали и попрятались, ребят теперь калек по всей украине.
1;2;"Я коренная Луганчанка. Вы прыгали по центру города с плакатам &quot;Путин забери нас&quot; А когда довели весь Донбасс до уебещьного состояния- все крикуны дернули на Киев и западную Украину. Парадокс. Вы довели до войны. А теперь еще рот открывает"
1;2;Зайка ты супер 
1;2;Не плохо))
1;2;Красавчик-)
1;2;мило выглядишь
1;2;Симпатичный паренек
1;2;Люблю себя любимого
1;2;Симпатяшка
1;2;Заманчево
1;2;Миленький очень
1;2;Можна рядышком
1;2;Класненький
1;2;а фоткала-то девушка.......
1;2;Писец девушкам головы как вскружил.
1;2;красавчик))
1;2;ТИ чудовий.
1;2;Крутой парень
1;2;Крутий мачо .
1;2;Хозяйственный m
1;2;Прокати
1;2;Какой большой мужщинка
1;1;а разве это плохо
1;2;Настоящий m
1;2;Так лучше ,чем на первом фото.
1;2;Верно сказано )))
1;2;Грустный
1;2;нормальный....
1;2;Очень приятный m
1;2;Файний хлопчик))))
1;2;Блин ....какие дыньки, хотябы одну сюда!
1;2;Супер клас.
1;2;Дай ))
1;2;Симпатичний m 
1;2;Ох кокой m мне б та кого
1;2;Симпатичный
1;2;Король!
1;2;Крутый m
1;2;красивая кличка!
1;2;какой красавец! как зовут?
1;2;Красивый
1;2;Рибка вкусив?
1;2;Таих красивых девушки должны любить
1;2;Гарний
1;2;Симпатичный.
1;2;Самый лучший. 
1;2;Симпотяжка
1;2;Красавчик
1;2;Красавчик
1;2;Вы симпатичный m
1;2;Мущина в расцвете лет,желаю удачи
1;2;Очень очень прекрасный
1;2;Хорош собой взгляд надежный
1;2;Интересный m
1;2;Очень положительный и надежный!
1;1;Який Е.
1;2;Гарненький
1;1;Невопрос
1;2;5+++++
1;2;Симпатичный m
1;2;Привет
1;2;Приятный, симпатичный.
1;2;Лапочка
1;2;Симпатичний.
1;2;Гарненький
1;1;Наталья спасибо за коноплимант!!!!!
1;2;Красивое фото!
1;2;Доброжелатель!
1;2;Хай бог вас хранить!
1;1;Спасиба за коментари
1;1;Спасиба
1;1;Спасиба
1;2;Симпатичний вояка 
1;2;"СИМПАТИЧНЫЙ МУЖЩИНА;)"
1;1;Спасиба
1;2;Милый...
1;1;Спасиба
1;1;Привет
1;1;дякую)
1;1;Дякую
1;2;Красавчик
1;2;Красень
1;2;СЛАВА УКРАЇНИ
1;2;Красавчик
1;1;Для сестры на свадьбу)))
1;2;Для кого такой шикарний букет?:-)
1;2;Очень хотелось увидеть все что ниже!!
1;2;В твоих глаэах можно утонуть как в океане!
1;2;Симпатичний
1;2;Симпатяшка
1;1;Р ти прикрасна?
1;2;Красавчик
1;2;Гарненький
1;2;Симпатичний
1;2;Да чтож такое то!((
1;2;Симпатичный.......
1;2;Ох и шутник...
1;2;Почему ачки скриваите лицо судимыи обеснить красивый нравишься
1;2;Гарный дядько.
1;2;Да, юморной.
1;2;Чувство юмора великолепно.
1;2;Красавчик
1;2;няшка моя
1;2;Ты как всегда шикарный
1;2;Какие-то люди
1;2;Я не буду себя хвалить, но напиши и не пожалеешь
1;2;Жаль что далеко, но влюбиться можно на все 100 %
1;2;Милинькое личико
1;1;Спасибо
1;2;Счастья тебе!
1;2;Ты очень хороший
1;2;Милаха
1;2;Офигеть!
1;2;Добрячок
1;1;Безсонница да и работать пора
1;2;Тогда что здесь делаешь, занимайся женой а то тоже будет на сайте висеть,
1;2;Вот и хочет любовницу чтобы похудеть
1;2;Так он еще и в браке. Любовницу ищешь?
1;2;Ага точно
1;2;Тебе надо срочно похудеть!
1;1;Спасибо!!
1;2;Симпатичний!
1;1;Спасибо!!!
1;2;Обаятельный m!!!!!
1;2;Маленькая кнопочка!
1;2;Да... впечатляет...
1;1;ето нло езит вас по коеве может и видели
1;1;но в вас собака красива и хазяйка тоже
1;2;хто дав пофоткатись
1;2;А с фарами не перебор ??
1;2;Пан сам склепав?
1;2;Прокатите,на,етом,чуде,
1;2;m отзовитесь
1;2;Обаятельный и привлекательный.
1;2;хорош.....
1;2;Розу подариш
1;2;Улыбка красива
1;2;Симпатичный:)
1;2;Приятный
1;2;Симпатичный
1;2;Тоже любишь отдыхать на природе в парке.
1;2;А улыбка где
1;2;Супер m!
1;2;";-)"
1;2;Красавчик:)
1;2;ти супер
1;2;Красавчик
1;2;Няшка
1;2;Красень
1;2;ребенка хочет ---
1;2;Молодежь ищешь?
1;2;Мне б такого
1;2;Красивый парень
1;2;Это не даёт право оскорблять его
1;2;О боже ти смотрел на себя
1;2;секси
1;2;Не могу тебе ответить
1;2;лапочка
1;2;боже научись писать
1;2;Красавчик
1;2;Хорошенький 
1;1;Спасибо за комент.
1;2;Классний
1;1;Спасибо
1;1;Спасиба
1;2;Ничего такой парнишка!
1;2;Отлежи мне
1;2;Красивенький!
1;2;привет
1;2;Красавчик!
1;2;Классный парень
1;2;Прооостала пииизззздееецааа кааакоособый не ооотраааазззииимыыыыййй, и как теперь спать? ??? (((((
1;2;Чернобыль?  что ты там делаешь в Чернобыле?
1;2;Ты просто очень классный !!!!!
1;2;Привет пропажа !!!!!
1;2;Фото классное ты такой здесь, позитивный
1;2;Умничка может поднять настроение так держаться всегда!!!!!!)))
1;1;Обычный...
1;2;Прикольный мен
1;2;Хорош!
1;2;Добав мене
1;2;Переверни своё фото.
1;2;Прекрасный молодой человек.
1;1;Солнце,прочитай статус.
1;1;Есть.
1;2;Чого не пишеш
1;2;Добав мене
1;2;Вот это m!!! Мечта!
1;2;";-)"
1;2;А здесь такой серьезный уже!))
1;2;Такой милый)
1;2;Ой,какой яркий парень!))
1;2;Самый красивый, самый самый... Мой
1;2;Классное фото!
1;2;Ай позитивчик)))
1;2;Жизнерадостный!!!!хорошее фото!!!
1;1;Спасибо)))
1;2;Красавчик
2;1;очаровательная давай созвонимся.
2;1;Леди вы супппееррр)
2;1;Привет давай знакомиться
2;2;Привет)
2;1;Гарненька
2;2;Ой, спасибо.
2;1;шо небудь
2;1;красивая женщина мне б такую
2;1;Прелесть шикарно выглядиш солнышко
2;1;очаровательная
2;1;красавица
2;1;Ухх.)
2;1;Красивенькая
2;1;Красунька
2;1;Секси
2;1;Ты неповторима.прекрасна
2;1;Любви хочешь большой напишы мне
2;1;Примите дружбу немогу смс писать
2;1;Привет напишы мне
2;1;Привет напиши мне в личку первая у меня лимит на смс исчерпан
2;1;Секси
2;1;красавица мне такую женщину
2;1;Кобила
2;1;Мне нравился очень! я немогу тебе написать( вип закончился(( напиши мне пожалуйста
2;1;Красуня!
2;1;Симпатяжка 
2;1;Очаровашка 
2;2;Ты маромойка,а если чисто случайно к тебе на страницу зашли??? Ты чё оскорбляеш??
2;2;Чудовище ты чё ко мне на страницу заходила?коровище
2;1;Карова
2;1;Красивая мадам
2;1;Дешева, от того и сердита!
2;1;Гулящие девки - лучшие стражи общественной нравственности.
2;1;Сексуальна
2;1;Секси малышка
2;1;Где у невинной девушки - бутон, там у гулящей - букет.
2;1;Симпатичная и привлекательная
2;1;Красуня
2;1;напиши мне
2;1;Гарнюня
2;1;Приветик напешы мне в личку
2;1;Красуня 
2;1;Страсть
2;1;Шикарная
2;1;Очаровательно красива познакомимся?
2;1;Хорошая кошка
2;1;Приветик ачеровашка симпатичные детки твои ? Давай познакомимся 095380
2;1;Ляля
2;1;полненькая.. главное часто за рулём фоткаться.. это какой то показатель?)
2;1;Красуня
2;1;Красуня
2;1;Милая, красивая и обаятельная !!!
2;1;шикарная дама
2;1;Классная фотка
2;1;Дорогая ножкам не холодно
2;1;супер так держать
2;1;Мая ты прелесть
2;1;Очеровательная ?
2;1;Гарнюня
2;1;красивая особенно губки
2;1;"Шикарна;)"
2;1;Хорошо выглядеш
2;1;Красуня
2;1;Симпатичная)
2;1;Мила,красива и стройна,но как же хочется любви,тепла!!!
2;1;Красавица
2;1;в+380 (97) 8
2;1;А я звоню и по трезвые,когда настроение есть.
2;1;Ав0 (97) 859
2;1;в+380 (97) 8
2;1;Гарные девчонкы
2;2;Шо ты маеш виду принцессы
2;1;Милашка
2;1;Привет любви и отношения хочеш напишы мне
2;1;Красуння любви и отношении хочеш напмши мени
2;1;Красунька
2;1;Красуняяяяяя
2;1;Милашка
2;1;Хорошее фото))
2;1;Гарненька
2;1;Вы так же прекрасна
2;1;Богини
2;1;Все бросаю пить ..в глазах двоиться
2;1;Хороша шлюшка
2;1;Красотки
2;1;Класс))
2;1;Красуни
2;1;Сёстры
2;1;Прикольное фото )
2;1;Очаровашечка
2;1;Милашки
2;1;две капли
2;1;Красивыи
2;1;Вы просто прелесть
2;1;Красивая
2;1;Красивая девушка.
2;1;Гарненька
2;1;Романтика
2;1;красивая девушка)
2;1;Привет познакомимся
2;1;очаровательная*
2;1;Шикарная девочка
2;1;Милашка 
2;2;Спасибо.
2;1;Милая очаровашка
2;1;Классные кальсоны...
2;1;Красунька
2;1;Привет солнешко чем занимается напишы мне
2;1;Красуня
2;1;Гарна
2;1;Шикарная*
2;1;Богиня
2;1;обалденная женщина
2;1;Красивая...
2;1;Красивая женщина
2;1;Шикарная леди!Прелесть!
2;1;Хорошенькая такая! Классная)
2;1;Красунька
2;1;безумно! Безумно красиве, миле янголятко!
2;1;Сексуальная
2;1;Завораживающе сексуальна и желанна!
2;1;Классная...
2;1;Супер фото
2;1;Гарненька
2;1;Очень красивая девушка ты!
2;1;Нет слов! Супер!!!
2;1;Милая девушка
2;2;Ооооооо Боже!
2;1;Русалочка
2;1;Солнишко! Ви очень симпатичная девушка.
2;1;Твоя красота чиста,как капля дождя Твои губы мечтательны,как алые розы Твои руки мягки,как лазурные волны Твои волосы золотисты,как песня солнца Твой голос хрустален,как декабрьский снег Твой стан изящен,как игривая радуга И даже твоя тень обаятельна,как южный закат
2;1;Привет девушка вы очень симпатичная не против познакомиться хочеш любви большой и чистой на пишы
2;1;Очень симпатичная и сексуальная!!!!!
2;1;Заводит фотка!!!!
2;1;Секси киска
2;1;ух какая зажегательная))
2;1;Красотка
2;1;Красуня.
2;1;красивая барешня
2;1;яб пошалил
2;1;Милая
2;1;Хороша киса
2;1;Секси
2;1;Ляля
2;1;Таксуешь???
2;1;Куда летим???
2;1;Вечер добрый красавица.
2;1;Красуня
2;1;Супер
2;2;зашто?
2;2;спасиб
2;1;милашка
2;2;спасиб
2;1;красивая
2;1;Модель 
2;2;Дякую
2;1;прелесть
2;1;гарнюсенькая)
2;1;Напиши мне в личку
2;1;Можна свами знакомиться
2;1;Приветик
2;1;Симпатичная
2;1;крсса
2;2;даваи знакомитись.
2;1;красивая
2;2;спасиб
2;1;красивая
2;1;Любви и отношения хочешт напишы мне
2;1;Милая милашечка!
2;1;хорошенькая очень
2;1;Ляля
2;1;Красуня
2;1;Кицька Ти очень красивая напиши мне)))
2;1;Гарненька
2;1;Просто нет слов (киця)
2;1;красуня
2;1;Ти приваблива красуня.
2;1;Гарна!
2;1;Красуня
2;1;Котенок!!!
2;1;класс
2;1;Миленькая
2;2;Спасибо
2;2;Спасибо
2;1;Красотка
2;1;Хорошинька 
2;1;Напиши в личку
2;1;Симпатичная)
2;1;Мне 21)
2;1;Напиши
2;1;Тибе идет
2;1;Милая очеровательная девочка ты просто прелесть
2;1;Красивые губки, я бы их поцеловал
2;1;Мала бомба
2;1;Красива
2;1;Девушка, ви золото
2;1;Очень красивая
2;1;Отпиши а то не могу(
2;1;Милашка
2;1;Хи
2;1;"Огонь;)"
2;1;Две красотки
2;1;Приветик пиши вличку рад буду
2;1;Прелесть напиши мне
2;1;Что за свадьба на школьных партах
2;1;Подружка чего плачет, вина мало налили? )))
2;1;Приятная и очаровательная девочка Натуся!!!
2;1;Шикарная леди
2;1;Красивая 
2;1;Очень красивая
2;1;Очень красивая женщина
2;1;Дуже гарна
2;1;Супер
2;1;красуня
2;1;Приятная!
2;1;Красавица
2;1;Красивая
2;1;Шикарная барышня))
2;1;Красивая)
2;1;Красунька!
2;1;Прелесть
2;1;Симпатюля
2;1;Красивая девушка))
2;1;Привет милая симпатичная
2;1;Красуня
2;1;привет
2;1;Симпатяшка
2;1;Привет красавица можно знакомиться?
2;1;Милая очеровательная девочка ты просто прелесть!!!
2;1;МММ.... Прелесть
2;1;Гарнюня)
2;1;прекрасна
2;1;Красуня
2;1;гарна як квитка
2;1;СУПЕР!!!
2;1;Лучше чем раньше
2;1;Красуня
2;1;Красуня
2;1;А ты очень красивая
2;1;Восхитительная!!!
2;1;напиши мне есть разговор
2;1;Восхитительная!!!рҐ
2;1;Привет ты очень красивая давай знакомиться
2;2;Где ты видешь Гримм?
2;1;А если без грима 
2;1;И я бы так подержался)
2;1;Красотка
2;1;Супер девчонки! 
2;1;Я тоже так хочу
2;1;"Вай...Вай...Шикарные Ляли ;))"
2;1;Дай я так возьму
2;1;Класс!!!())
2;1;я б цю пухкеньку покатав)
2;1;а мне нравятся такие как в розовых шортах слева
2;1;Хорошенькая
2;1;Прелесть
2;1;".... И вредина малая ;)))"
2;1;Милая очаровательная сексуальная женщина
2;1;Привет. Нормальная причёска...
2;1;Куколка!!!))
2;1;Супер
2;1;Супер губки
2;1;Красивые глаза
2;1;Лапочка
2;1;Красуня!!!
2;1;Красота
2;1;Твоя прекрасная улыбка и карый цвет твои глаза, в твоих глазах - рассветов чистота, ведь ты сама на солнышко похожа, жемчужинка- росиночка с листа, ты словно АНГЕЛА ДИТЯ!
2;1;Приветик прелесть
2;1;Красотка)
2;1;Красавица
2;1;Ты прекрасна
2;1;Очеровашка
2;1;гарна як квитка
2;1;Красавица
2;1;Мммм
2;1;Симпатичная девушка!
2;1;Доброй ночи очень красивая симпатичная С вами познакомимся пообщаемся Вы мне очень сильно понравились Я буду ждать вашего ответа
2;1;Красуня познайомимся
2;1;Да конечно,таких женщин от себя отпускать нельзя!!!
2;1;Не знаю что бы я делал с такой красоткой как ты
2;1;Прелесть)
2;1;Выглядишь здорово)))
2;1;милая хорошая красивая
2;1;Короче кросотка
2;1;Гарненька
2;1;няшка
2;1;Гарненька
2;1;Красунька
2;1;продолжение будет.....
2;1;Красуня
2;1;симпатичные ногтики.
2;1;МММ зайка ты секси
2;1;Гарненька
2;1;Добрый день
2;1;Добрий день милая давайте знакомится
2;1;Гарненька
2;1;Давай познакомимся
2;1;Милое личико Прекрасные глазки))
2;1;Привет давай знакомитса
2;1;Красивая!
2;1;Красивая,милая девушка)
2;1;Шикарная леди!
2;1;Очаровательная !
2;1;Красуня
2;1;привет
2;1;Симпатичная девушка поопщаемся
2;1;Привет
2;1;милашка напиши мне
2;1;Ягодка!
2;1;Красивая
2;1;Симпотюлечка
2;1;Цём цём
2;1;Красивая ти дёвчонка.
2;1;Красуня
2;1;Напиши мне
2;1;Ммммм какая шикарная девушка великолепно выглядишь ну просто прелесть а глазки вообще огонь 
2;1;За твои красивые глаза,за твою милую улыбку на небе Ангелы деруться а на земле теперь буду страдать и я. Ты прелесть!
2;1;Гарненька
2;1;Кыцю, ты прекрасна как всегда:-)
2;1;Очаровашка
